row_idx,source_id,subject,answer,flags,text
1833,high_school_mathematics/test/40,high_school_mathematics,B,unbalanced_dollar,"Nếu $888x + 889y = 890$ và $891x + 892y = 893$, giá trị của $x - y$ là bao nhiêu?
1
-3
-1
3"
1850,abstract_algebra/test/96,abstract_algebra,B,"caret_power,subscript_underscore","Tìm tất cả các số 0 trong trường hữu hạn chỉ định của đa thức đã cho với các hệ số trong trường đó. x^2 + 1 trong Z_2
0
1
0,1
2"
1861,high_school_chemistry/test/190,high_school_chemistry,A,caret_power,"Một phản ứng bậc một có nửa đời là 34 phút. Hằng số tốc độ của phản ứng là bao nhiêu?
3.4 × 10^-4 s-1
2.04 × 10^-2 s-1
2.9 × 10^-1 min-1
34 phút"
1887,abstract_algebra/test/73,abstract_algebra,B,subscript_underscore,"Tìm đặc trưng của vòng Z_3 x Z_3.
0
3
12
30"
1895,conceptual_physics/test/33,conceptual_physics,D,caret_power,"Phương trình E = mc^2 cho biết rằng năng lượng
bằng khối lượng di chuyển với tốc độ ánh sáng được lập phương.
bằng khối lượng chuyển động.
cơ bản khác với khối lượng.
và khối lượng là tương quan chặt chẽ."
1903,astronomy/test/5,astronomy,C,caret_power,"Một sao chổi có khối lượng m va vào Trái đất (khối lượng M bán kính R) với tốc độ va chạm tối thiểu. Biểu thức nào cho tổng năng lượng được giải phóng trong va chạm?
m*v
0.5*m/(R^3)
0.5*m*(2GM/R)
0.6*G(M^2)/R"
1911,abstract_algebra/test/90,abstract_algebra,D,markdown_table_pipe,"Phát biểu 1 | Nếu một nhóm hữu hạn có bậc là n thì nhóm đó chứa một nhóm con có bậc d cho mọi ước số d dương của n. Phát biểu 2 | Nếu a thuộc một nhóm hữu hạn thì |a| chia hết cho |G|.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
1931,astronomy/test/82,astronomy,A,multiple_underscores,"Trái đất đã dần trở nên ấm lên trong vài thập kỷ qua. Dựa trên rất nhiều bằng chứng, các nhà khoa học kết luận rằng sự ấm lên này là do ________.
các hoạt động của con người đang tăng nồng độ khí nhà kính trong bầu khí quyển của Trái đất
sự thật là các chính trị gia của chúng ta phun ra rất nhiều hơi nóng
việc con người thải ra các hóa chất gọi là CFC vào tầng bình lưu
sự gia tăng của các vụ cháy rừng trong những năm gần đây"
1950,elementary_mathematics/test/139,elementary_mathematics,C,unbalanced_dollar,"Chris bán hoa hồng với giá $16.99 một bó. Vào cuối ngày anh ấy đã thu được $339.80. Anh ấy đã bán bao nhiêu bó hoa hồng?
22
18
20
16"
1975,high_school_mathematics/test/218,high_school_mathematics,A,raw_latex_frac,"John có năm người con. Xác suất có ít nhất một nửa số trẻ là con gái là bao nhiêu? (Chúng ta có thể giả sử cơ hội con trai và con gái sinh ra là bằng nhau)
\frac{1}{2}
\frac{1}{4}
\frac{1}{8}
\frac{3}{5}"
2040,high_school_physics/test/24,high_school_physics,D,caret_power,"Một đôi cực điện gồm một cặp điểm tích luỹ bằng nhau nhưng trái dấu có cường độ là 4,0 nC và cách nhau 2,0 cm. Trường điện tại điểm ở giữa các điểm tích luỹ là bao nhiêu?
0
9,0 × 10^4 N/C
1,8 × 10^5 N/C
7,2 × 10^5 N/C"
2045,abstract_algebra/test/47,abstract_algebra,B,"caret_power,subscript_underscore","Tìm tất cả các giá trị c trong Z_3 sao cho Z_3[x]/(x^3 + x^2 + c) là một trường.
0
2
1
3"
2102,high_school_mathematics/test/118,high_school_mathematics,A,"caret_power,unbalanced_dollar","Một số $x$ bằng $2^{15}\cdot3^6$. Bình phương của số nào bằng $x$?
288
27
125
121"
2111,high_school_chemistry/test/195,high_school_chemistry,B,caret_power,"Có bao nhiêu môl propan (C3H8) trong 6.2 gam propan?
14.1 mol
1.4 × 10^-1 mol
71 mol
7.1 mol"
2125,abstract_algebra/test/67,abstract_algebra,C,caret_power,"Một tập con H của nhóm (G,*) là một nhóm nếu
a,b thuộc H => a * b thuộc H
a thuộc H => a^-1 thuộc H
a,b thuộc H=> a * b^-1 thuộc H
H chứa phần tử đơn vị"
2163,high_school_mathematics/test/30,high_school_mathematics,C,unbalanced_dollar,"Chữ số đơn vị của tích $1 \cdot 2 \cdot 3 \cdot 4 \cdot 5 \cdot 6 \cdot 7 \cdot 8 \cdot 9$ là gì?
1
2
0
5"
2201,high_school_mathematics/test/98,high_school_mathematics,C,"caret_power,raw_latex_frac,unbalanced_dollar","Giá trị của $N$ là bao nhiêu để thỏa mãn $\frac{4^{(3^3)}}{(4^3)^3} = 2^N$?
9
27
36
34"
2202,high_school_chemistry/test/133,high_school_chemistry,D,caret_power,"Ba mẫu 25,00 mL khoảng 0,10 M phenol, C6H5OH, Ka = 1,0 x 10^-10 đã được lấy ra khỏi một container và đặt trong các cốc đo 250 mL riêng lẻ. Các mẫu đã được chuẩn độ với dung dịch kali hydroxide tiêu chuẩn, KOH. Cresol đỏ là chất bán tham chiếu được sử dụng trong chuẩn độ. Các mẫu tối đa cần dung dịch chuẩn độ 31,75, 32,38 và 41,75 mL. Điều gì sau đây có thể giải thích tại sao một trong các mẫu cần nhiều dung dịch bazơ hơn để đạt tới điểm tối đa?
Chất bán tham chiếu được thêm vào quá muộn.
Sử dụng sai chất bán tham chiếu.
Cốc đo chứa chất bazơ bị nhiễm bẩn.
Cốc đo chứa chất axit bị nhiễm bẩn."
2224,high_school_mathematics/test/177,high_school_mathematics,D,"raw_latex_frac,unbalanced_dollar","Tính xác suất để một số nguyên được chọn ngẫu nhiên trong tập hợp $$\{1,2,3,\ldots,100\}$$ chia hết cho 2 và không chia hết cho 3. Biểu diễn kết quả dưới dạng phân số tối giản.
\frac{31}{66}
\frac{17}{66}
\frac{17}{31}
\frac{17}{50}"
2251,high_school_mathematics/test/85,high_school_mathematics,B,"raw_latex_frac,unbalanced_dollar","Đơn giản hoá $\frac{k-3}{2} + 3k+1+\frac{3k+1}{2}$.
3k+1
5k
3k
1"
2295,high_school_mathematics/test/131,high_school_mathematics,B,"caret_power,raw_latex_frac,unbalanced_dollar","Viết lại biểu thức $6j^2 - 4j + 12$ dưới dạng $c(j+p)^2+q$ ,trong đó $c$, $p$ và $q$ là các hằng số. Tìm giá trị của $\frac{q}{p}$?
3
-34
-38
11"
2345,high_school_mathematics/test/186,high_school_mathematics,D,"raw_latex_frac,subscript_underscore,unbalanced_dollar","Tính giá trị của $\log_8 2$.
\frac{1}{4}
4
3
\frac{1}{3}"
2354,high_school_physics/test/149,high_school_physics,D,caret_power,"Gravitron là một trò chơi hội chợ có hình dạng giống như một cái hộp trụ. Người chơi đứng trong trò chơi đó sát vào tường và sau đó nó bắt đầu quay. Cuối cùng, khi tốc độ quay nhanh đến mức sàn có thể được gỡ bỏ mà không ai ngã. Cho số hệ số ma sát giữa quần áo của một người và tường là μ, tốc độ tiếp tuyến là v, và bán kính của trò chơi là R, khối lượng lớn nhất mà một người có thể an toàn đi trên trò chơi này là gì?
μv^2/(rg)
r^2v^2/(μg)
rg/(μv^2)
Không có phương án nào đúng."
2363,high_school_mathematics/test/183,high_school_mathematics,C,"caret_power,raw_latex_sqrt,unbalanced_dollar","Phương trình bậc hai $2x^2+5x+12=19-7x$ có hai nghiệm. Tìm hiệu dương của hai nghiệm đó là bao nhiêu?
2
\sqrt{2}
5\sqrt{2}
5"
2368,high_school_mathematics/test/168,high_school_mathematics,B,"raw_latex_frac,unbalanced_dollar","Một tam giác vuông có độ dài 2 cạnh là $6$ và $b$, và độ dài của cạnh huyền là $c$. Chu vi của tam giác là $18$. Tính $c$.
18
\frac{15}{2}
8
6"
2383,high_school_mathematics/test/213,high_school_mathematics,D,"raw_latex_frac,raw_latex_sqrt,unbalanced_dollar","Tìm $x$, biết rằng \[\dfrac{\sqrt{x}}{x\sqrt{3}+\sqrt{2}} = \dfrac{1}{2x\sqrt{6}+4}.\]
\frac{3}{4}
\frac{1}{4}
\frac{1}{2}
\frac{1}{8}"
2401,high_school_mathematics/test/67,high_school_mathematics,B,unbalanced_dollar,"Giả sử $f(x)$ là đa thức bậc $6$ và $g(x)$ là đa thức bậc $3$. Nếu $h(x)$ cũng là đa thức sao cho $f(g(x)) + g(h(x)) + h(f(x))$ là một đa thức bậc $36$, thì bậc của đa thức $h$ là bao nhiêu?
72
6
18
12"
2405,high_school_chemistry/test/13,high_school_chemistry,A,caret_power,"Phản ứng giữa Br2 (g) với Cl2 (g) để tạo thành BrCl (g) có hằng số cân bằng là 15,0 ở một nhiệt độ nhất định. Nếu 10,0 gam BrCl ban đầu có trong một lọ phản ứng có dung tích 15,0 lít, nồng độ BrCl ở trạng thái cân bằng sẽ là bao nhiêu?
3,8 × 10^-3 mol/L
5,77 × 10^-3 mol/L
1,97 × 10^-3 M
9,9 × 10^-4 M"
2443,high_school_mathematics/test/2,high_school_mathematics,A,caret_power,"Một số nguyên dương n được gọi là “mạnh” nếu đối với mọi yếu tố nguyên tố p của n, p^2 cũng là một yếu tố của n. Một ví dụ về số mạnh là
392
336
300
297"
2459,abstract_algebra/test/20,abstract_algebra,A,"markdown_table_pipe,subscript_underscore","Tuyên bố 1 | Với các nhóm G và H hữu hạn, |G + H| = |G||H|. (G + H là tích trực tiếp nội.) Tuyên bố 2 | Nếu r chia hết cho m và s chia hết cho n thì Z_m + Z_n có một nhóm con đồng cấu với Z_r + Z_s.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
2464,high_school_mathematics/test/256,high_school_mathematics,D,unbalanced_dollar,"Nếu $725x + 727y = 1500$ và $729x+ 731y = 1508$, giá trị của $x - y$ là gì?
725
-2
2
-48"
2473,abstract_algebra/test/95,abstract_algebra,C,markdown_table_pipe,"Câu 1 | Nếu H là một tổ hợp con của G và a thuộc G thì aH là một tổ hợp con của G khi và chỉ khi a thuộc H. Câu 2 | Nếu H là một tổ hợp con của G và a và b thuộc G thì aH = bH khi và chỉ khi ab thuộc H.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
2476,high_school_mathematics/test/260,high_school_mathematics,D,raw_latex_sqrt,"Tính diện tích của tam giác có độ dài đường cao lần lượt là 10, 12 và 15.
56\sqrt{15}
240\sqrt{7}
60\sqrt{7}
240\sqrt{7}/7"
2477,abstract_algebra/test/83,abstract_algebra,C,markdown_table_pipe,"Phát biểu 1 | Nếu một nhóm có một phần tử có bậc là 10, thì nó có các phần tử có bậc là 1, 2 và 5. Phát biểu 2 | Nếu một nhóm có một phần tử có bậc 2 và một phần tử có bậc 3, thì nó có một phần tử có bậc 6.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
2502,high_school_statistics/test/199,high_school_statistics,A,markdown_table_pipe,"Hai sự kiện A và B mỗi sự kiện có xác suất khác không. Nếu A và B là độc lập, câu nào sau đây là đúng?
P(A và B) = P(A) · P(B)
A và B có thể hoặc không phụ thuộc lẫn nhau.
A và B phải phụ thuộc lẫn nhau.
P(A| B) = P(B| A)"
2507,high_school_mathematics/test/121,high_school_mathematics,A,raw_latex_frac,"Juan quay một con súc sắc bình thường với 8 mặt được đánh số từ 1 đến 8. Sau đó, Amal quay một con súc sắc bình thường 6 mặt. Xác suất để tích của hai lần quay là một bội số của 3 là bao nhiêu?
\frac{1}{2}
\frac{1}{4}
\frac{1}{144}
\frac{1}{288}"
2511,high_school_mathematics/test/184,high_school_mathematics,C,"caret_power,unbalanced_dollar","Tổng $1^2 + 2^2 + 3^2 + 4^2 + \cdots + n^2 = n(n+1)(2n+1) \div 6$. Giá trị của biểu thức $21^2 + 22^2 + \cdots + 40^2$ là gì?
41
22140
19270
2870"
2535,abstract_algebra/test/34,abstract_algebra,A,markdown_table_pipe,"Câu 1 | Nếu T: V -> W là một phép toán tuyến tính và dim(V) < dim(W) < 1, thì T phải là một ứng đầu. Câu 2 | Giả sử dim(V) = n và T: V -> V là một phép toán tuyến tính. Nếu T là ứng đầu, thì nó là một ánh xạ song ánh.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
2566,high_school_mathematics/test/25,high_school_mathematics,C,unbalanced_dollar,"Ký hiệu $5!$ có nghĩa là $5\cdot 4\cdot 3\cdot 2\cdot 1$. Tìm ước số lẻ lớn nhất của $5!$ ?
5
3
15
31"
2596,high_school_mathematics/test/148,high_school_mathematics,D,"caret_power,raw_latex_frac,unbalanced_dollar","Nếu ta biểu diễn $3x^2 + x - 4$ dưới dạng $a(x - h)^2 + k$, thì $k$ bằng bao nhiêu?
-\frac{7}{12}
-7
49
-\frac{49}{12}"
2664,high_school_statistics/test/158,high_school_statistics,B,unbalanced_dollar,"Trong một khu vực đô thị, những nhà văn kỹ thuật có mức lương hàng năm gần như là phân phối chuẩn với giá trị trung bình là $55,800. Tứ phân vị lương đầu tiên là $48,815. Độ lệch chuẩn là bao nhiêu?
$6,984
$10,356
$10,476
$13,968"
2666,elementary_mathematics/test/296,elementary_mathematics,D,caret_power,"Viết 11 • 11 • 11 • 11 • 11 • 11 • 11 • 11 bằng lũy thừa.
11 • 8
88^3
8^11
11^8"
2672,astronomy/test/119,astronomy,D,caret_power,"Khoảng cách giữa Trái Đất và sao Altair lớn hơn một triệu lần so với khoảng cách giữa Trái Đất và Mặt Trời. Altair cách Trái Đất bao nhiêu?
9,3 x 10^13 mét
9,3 x 10^10 mét
1,5 x 10^14 mét
1,5 x 10^17 mét"
2683,elementary_mathematics/test/14,elementary_mathematics,C,unbalanced_dollar,"Tùy chọn nào là mua hàng tiết kiệm nhất?
10 thanh xà phòng với giá $23.20
16 thanh xà phòng với giá $36.48
13 thanh xà phòng với giá $29.51
12 thanh xà phòng với giá $27.60"
2691,abstract_algebra/test/59,abstract_algebra,A,"caret_power,markdown_table_pipe","Phiên bản 1 | Nếu H và K là các tập con của G và H hoặc K là một nhóm con bình thường của G, thì HK là một nhóm con của G. Phiên bản 2 | Tất cả nhóm có thứ tự p^2 nơi p là số nguyên tố đều là nhóm Abel.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
2736,high_school_physics/test/144,high_school_physics,D,caret_power,"Một điện cực gồm một cặp điểm có điện tích bằng nhau và ngược chiều, có cường độ là 4.0 nC cách nhau 2.0 cm. Cường độ trường điện tại điểm chính giữa hai điểm điện tích đó là bao nhiêu?
0
9.0 × 10^4 V/m
1.8 × 10^5 V/m
7.2 × 10^5 V/m"
2751,high_school_mathematics/test/59,high_school_mathematics,C,"caret_power,unbalanced_dollar","Giải phương trình để tìm tổng của tất cả các giá trị có thể của $x$ khi $3^{x^2+4x+4}=9^{x+2}$.
1
2
-2
0"
2782,abstract_algebra/test/14,abstract_algebra,C,subscript_underscore,"Tìm thứ tự tối đa có thể của một phần tử trong S_n cho n = 10.
6
12
30
105"
2828,high_school_mathematics/test/77,high_school_mathematics,A,"caret_power,unbalanced_dollar","Cho $a\star b = a^b-ab$. Nếu $2\star x = 22$, tìm $x$.
5
22
11
6"
2861,high_school_mathematics/test/171,high_school_mathematics,C,"caret_power,unbalanced_dollar","Nếu điểm $(3,6)$ nằm trên đồ thị của $y=g(x)$, và $h(x)=(g(x))^2$ cho mọi $x$, thì có một điểm phải nằm trên đồ thị của $y=h(x)$. Tổng của các tọa độ của điểm đó là bao nhiêu?
12
36
39
13"
2871,high_school_physics/test/85,high_school_physics,A,multiple_underscores,"Một xe đẩy có khối lượng 1.5 kg di chuyển và va chạm và dính chặt lấy một xe đẩy khác có khối lượng 0.5 kg ban đầu ở yên. Ngay sau va chạm, cả hai xe đẩy đều có ______ giống nhau.
Vận tốc
Năng lượng động học
Khối lượng
Momentum động học"
2888,high_school_mathematics/test/64,high_school_mathematics,C,"markdown_table_pipe,unbalanced_dollar","Trong phương trình $|x-4| -10 = 2$, tích của tất cả các giá trị có thể của $x$ là bao nhiêu?
-8
128
-128
16"
2894,high_school_mathematics/test/39,high_school_mathematics,A,unbalanced_dollar,"Tìm tổng của tất cả các số nguyên $k$ sao cho $\binom{23}{4} + \binom{23}{5} = \binom{24}{k}$.
24
5
3
21"
2895,abstract_algebra/test/97,abstract_algebra,C,subscript_underscore,"Tìm số phần tử của nhóm tuần hoàn sau: Nhóm con tuần hoàn của Z_30 được tạo ra bởi 25.
25
5
6
30"
2924,high_school_physics/test/123,high_school_physics,A,caret_power,"Từ vị trí đứng yên, nếu ô tô tăng tốc đều trong đường thẳng với gia tốc 5 m/s^2, thì sẽ mất bao lâu để ô tô đi được quãng đường 200 m?
9,0 giây
10,5 giây
12,0 giây
15,5 giây"
2930,high_school_mathematics/test/191,high_school_mathematics,A,"caret_power,unbalanced_dollar","Nếu $m$ và $n$ là số nguyên lẻ, thì trong quá trình khai triển của $(m+n)^6$ sẽ có bao nhiêu số lẻ?
4
2
1
9"
2935,high_school_mathematics/test/236,high_school_mathematics,C,"unbalanced_dollar,unbalanced_dollar_count","Mười một cây bút chì bằng giá của ba cây bút máy. Nếu bảy cây bút máy có giá $\$ 9.24$, giá bao nhiêu, tính bằng xu, của một cây bút chì?
11
33
36
52"
2936,abstract_algebra/test/6,abstract_algebra,A,markdown_table_pipe,"Tuyên bố 1 | Mọi hình ảnh đồng cấu của một nhóm G là đồng cấu với một nhóm thương của G. Tuyên bố 2 | Các hình ảnh đồng cấu của một nhóm G là giống nhau (đến đồng cấu) như các nhóm thương của G.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
2954,high_school_physics/test/90,high_school_physics,C,caret_power,"Một xi lanh có piston di động chứa một khí ở áp suất P = 1 × 10^5 Pa, dung tích V = 20 cm^3, và nhiệt độ T = 273 K. Piston được di chuyển xuống một cách chậm và ổn định, cho phép nhiệt thoát ra khỏi khí và nhiệt độ giữ nguyên. Nếu thể tích cuối cùng của khí là 5 cm^3, thì áp suất kết quả sẽ là bao nhiêu?
0,25 × 10^5 Pa
2 × 10^5 Pa
4 × 10^5 Pa
8 × 10^5 Pa"
2956,abstract_algebra/test/28,abstract_algebra,D,markdown_table_pipe,"Tuyên bố 1 | Hình ảnh của một nhóm gồm 6 phần tử dưới một ánh xạ đồng cấu có thể có 12 phần tử. Tuyên bố 2 | Tồn tại một ánh xạ đồng cấu từ một nhóm gồm 6 phần tử vào một nhóm gồm 12 phần tử nào đó.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
2961,high_school_mathematics/test/16,high_school_mathematics,A,unbalanced_dollar,"Cho $n$ là tích của hai số nguyên tố nhỏ hơn 1000 nhất. Tính tổng các chữ số của $n$.
8
3
6
9"
2967,high_school_mathematics/test/107,high_school_mathematics,C,"raw_latex_sqrt,unbalanced_dollar","Tìm số nguyên dương nhỏ nhất của $n$ để $\sqrt{18\cdot n \cdot 34}$ là một số nguyên?
34
2
17
3"
2976,high_school_mathematics/test/259,high_school_mathematics,A,"caret_power,unbalanced_dollar","Tìm tất cả các giá trị dương của $c$ để bất đẳng thức $x^2-6x+c<0$ có nghiệm thực cho $x$. Viết đáp án dưới dạng khoảng cách giá trị của $x$.
(0, 9)
(1, 1)
(6, 0)
(6, 6)"
2987,high_school_chemistry/test/110,high_school_chemistry,B,caret_power,"Hòa tan 30.0 gam Ni(NO3)2 trong đủ nước để tạo thành 250 mL dung dịch. Nồng độ mol của dung dịch này là bao nhiêu?
0,496 mol/Lít
0,656 mol/Lít
3,3 mol/Lít
6,3 x 10^-3 mol/Lít"
2992,high_school_physics/test/107,high_school_physics,D,caret_power,"Một đĩa có bán kính 0,1 mét ban đầu đứng yên chuyển động góc với gia tốc góc là 2,0 rad/s^2. Nếu chỉ quay, tính tổng quãng đường di chuyển của một điểm trên mép đĩa trong 4,0 giây.
0,4 m
0,8 m
1,2 m
1,6 m"
3000,high_school_physics/test/36,high_school_physics,C,caret_power,"Với vận tốc ban đầu là 1.5 × 10^6 m/s, một proton đi vào một vùng không gian có một trường từ tính cố định với độ lớn là 1.5 T. Nếu vectơ vận tốc ban đầu của proton tạo một góc 30° với trường từ tính, hãy tính vận tốc của proton sau khi đi vào trong trường từ trong vòng 4 giây.
5.0 × 10^6 m/s
7.5 × 10^6 m/s
1.5 × 10^6 m/s
3.0 × 10^6 m/s"
3043,high_school_mathematics/test/128,high_school_mathematics,C,caret_power,"Tìm diện tích của vùng thứ nhất giới hạn bởi đồ thị hàm số y = x^2, y = cos(x) và trục tung.
0,292
0,508
0,547
0,667"
3047,elementary_mathematics/test/76,elementary_mathematics,A,"unbalanced_dollar,unbalanced_dollar_count","Thức ăn cho mèo có giá là $0,47/kg. Một bao thuận 6 kg có giá bao nhiêu?
$2,82
$2,97
$6,47
$12,77"
3068,high_school_mathematics/test/182,high_school_mathematics,A,"raw_latex_sqrt,unbalanced_dollar","Trên hệ tọa độ Descartes, điểm $(1,2)$ và $(7, 4)$ là đỉnh đối diện của một hình vuông. Diện tích của hình vuông là bao nhiêu?
20
34
40
\sqrt{40}"
3069,elementary_mathematics/test/219,elementary_mathematics,C,unbalanced_dollar,"Lisa sở hữu một công ty nhỏ. Thứ Hai đã thua 14 đô la và Thứ Ba đã lãi 18 đô la. Vào Thứ Tư, đã thua 6 đô la và vào Thứ Năm đã lãi 7 đô la. Tìm tổng lãi hoặc lỗ.
$15 lãi
$45 lỗ
$5 lãi
$10 lãi"
3133,high_school_mathematics/test/46,high_school_mathematics,D,unbalanced_dollar,"Tìm số nguyên tố nhỏ nhất mà tổng các chữ số của nó bằng $19$?
5
11
17
199"
3145,high_school_mathematics/test/226,high_school_mathematics,A,"raw_latex_frac,unbalanced_dollar,unbalanced_dollar_count","Một báo cáo tiêu dùng tiết lộ thông tin sau về ba tuýp kem đánh răng. Bright đắt hơn Fresh $60 \%$ và có thể tích ít hơn Glow $25\%$. Glow rẻ hơn Bright $25\%$ và có thể tích nhiều hơn Fresh $33\frac{1}{3} \%$. Fresh có giá $\$1.00$ cho mỗi đơn vị thể tích. Giá bao nhiêu đồng cho mỗi đơn vị thể tích của Glow?
90
120
60
320"
3152,abstract_algebra/test/49,abstract_algebra,B,subscript_underscore,"Tìm bậc lớn nhất có thể đạt được cho một phần tử nào đó của Z_8 x Z_10 x Z_24.
8
120
240
24"
3156,high_school_mathematics/test/34,high_school_mathematics,A,"caret_power,unbalanced_dollar","Cho $C$ là đường tròn với phương trình $x^2+12y+57=-y^2-10x$. Nếu $(a,b)$ là tâm của $C$ và $r$ là bán kính của nó, giá trị của $a + b + r$ bằng bao nhiêu?
-9
-5
-6
-57"
3179,elementary_mathematics/test/4,elementary_mathematics,B,"unbalanced_dollar,unbalanced_dollar_count","Bạn và ba người bạn đi xem một buổi hòa nhạc. Tổng chi phí cho bốn vé là $112. Viết và giải phương trình để tìm giá một vé t.
4t = 112; $448
4t = 112; $28
t chia 4 bằng 112; $448
t chia 4 bằng 112; $28"
3209,high_school_mathematics/test/209,high_school_mathematics,A,"caret_power,unbalanced_dollar","Phần tử thứ $n^{\text{th}}$ của một dãy số học là $a\cdot r^{n-1}$, trong đó $a$ và $r$ là các số nguyên dương và $r$ lớn hơn 1. Bill chọn ra $k$ số khác nhau trong dãy này, tất cả các số đều có cùng số chữ số. Giá trị lớn nhất của $k$ là bao nhiêu?
4
5
8
16"
3245,elementary_mathematics/test/338,elementary_mathematics,D,unbalanced_dollar,"Cái nào là món ăn ngon nhất?
3 chai nước ép với giá $6.72
11 chai nước ép với giá $24.86
9 chai nước ép với giá $20.25
16 chai nước ép với giá $35.68"
3252,high_school_mathematics/test/159,high_school_mathematics,A,unbalanced_dollar,"Ở Học viện Học thuật, để đỗ được bài kiểm tra đại số bạn phải đạt tối thiểu $80\%$ số điểm. Nếu có 35 câu hỏi trong bài kiểm tra, bạn có thể bỏ lỡ nhiêu nhất và vẫn đỗ?
7
28
35
8"
3260,high_school_mathematics/test/255,high_school_mathematics,B,"caret_power,unbalanced_dollar","Giả sử $f(x)$ là một hàm có tính nghịch đảo, và giả sử $f(2)=f^{-1}(2)=4$. Giá trị của $f(f(2))$ là gì?
1
2
4
0"
3262,abstract_algebra/test/85,abstract_algebra,C,markdown_table_pipe,"Trạng thái 1 | Một ánh xạ đồng nhất là một một nếu và chỉ nếu các nhân thuộc về phần tử đơn vị một mình. Trạng thái 2 | Hình ảnh của một nhóm 6 phần tử dưới một số ánh xạ đồng nhất có thể có 4 phần tử.
Đúng, đúng
Sai, sai
Đúng, sai
Sai, đúng"
3269,high_school_mathematics/test/185,high_school_mathematics,C,raw_latex_frac,"Lắc sáu con xúc xắc 6 mặt. Xác suất để có 3 con xúc xắc hiển thị số nguyên tố và các con xúc xắc còn lại hiển thị số hợp số là bao nhiêu?
\frac{125}{2916}
\frac{5}{16}
\frac{5}{54}
\frac{5}{55}"
3327,high_school_mathematics/test/189,high_school_mathematics,A,"caret_power,unbalanced_dollar","Cho $M=4a^2 - 2b^2 +a$. Cho $j$ là giá trị của $M$ khi $a=5$ và $b=3$, và cho $k$ là giá trị của $M$ khi $a=-1$ và $b=4$. Tính $j + 2k$.
29
28
27
26"
3333,abstract_algebra/test/69,abstract_algebra,A,markdown_table_pipe,"Phát biểu 1 | Tồn tại một nhóm Abel tự do với mọi bậc số nguyên dương. Phát biểu 2 | Một nhóm Abel sinh hữu hạn là nhóm Abel tự do nếu số Betti bằng số phần tử trong một tập sinh.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
3355,high_school_mathematics/test/231,high_school_mathematics,C,caret_power,"Đường cong được định nghĩa bởi x^3 + xy - y^2 = 10 có đường tiếp tuyến đứng khi x =
0 hoặc –1/3
1,037
2,074
2,096"
3378,high_school_mathematics/test/26,high_school_mathematics,D,"caret_power,unbalanced_dollar","Trong hình bình hành $ABCD$, góc $B$ có độ lớn $110^\circ$. Độ lớn góc $C$ là bao nhiêu?
145
90
60
70"
3395,high_school_mathematics/test/194,high_school_mathematics,B,"raw_latex_frac,unbalanced_dollar","Khi tung ba con xúc xắc tiêu chuẩn, ta nhận được các số $a, b, c$. Tìm xác suất để $abc = 180$.
\frac{1}{30}
\frac{1}{72}
\frac{1}{71}
\frac{1}{70}"
3404,elementary_mathematics/test/255,elementary_mathematics,A,"unbalanced_dollar,unbalanced_dollar_count","Một cửa hàng đồ thể thao đang giảm giá 10% cho các bộ trượt patin hàng đầu thường có giá $110.99. Giá bán của bộ trượt patin sau khi được giảm giá là bao nhiêu, không bao gồm thuế?
$99.89
$99.99
$100.99
$109.88"
3423,high_school_mathematics/test/124,high_school_mathematics,D,raw_latex_frac,"Chọn ngẫu nhiên 3 lá bài từ bộ bài chuẩn gồm 52 lá. Xác suất để chúng tạo thành một đôi là bao nhiêu? (Một bài tay 3 lá được gọi là 'đôi' nếu hai lá bài có cùng mức giá, nhưng lá bài thứ ba khác. Ví dụ, 668 là một đôi, nhưng 999 không phải là đôi.)
\frac{1}{8}
\frac{1}{36}
\frac{1}{78}
\frac{72}{425}"
3433,abstract_algebra/test/86,abstract_algebra,A,"markdown_table_pipe,subscript_underscore","Phát biểu 1 | Nếu H và K là nhóm con của nhóm G, thì |HK| = |H||K|/|H giao K|. Phát biểu 2 | Một nhóm có bậc 2p với p là số nguyên tố lẻ là chu trình hoặc đồng cấu với D_p.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
3442,abstract_algebra/test/5,abstract_algebra,A,markdown_table_pipe,"Phát biểu 1 | Nếu một nhóm có một phần tử có thứ tự là 15 thì nó phải có ít nhất 8 phần tử có thứ tự là 15. Phát biểu 2 | Nếu một nhóm có nhiều hơn 8 phần tử có thứ tự 15, nó phải có ít nhất 16 phần tử có thứ tự là 15.
Đúng, Đúng
Sai, Sai
Đúng, Sai
Sai, Đúng"
